sample_id,cell_id,compound_id,role
S076708,CL0369,CMP0112,train
S076709,CL0369,CMP0113,train
S076710,CL0369,CMP0114,train
S076711,CL0369,CMP0115,train
S076712,CL0369,CMP0116,train
S076715,CL0369,CMP0119,train
S076716,CL0369,CMP0120,train
S076717,CL0369,CMP0121,test
S076718,CL0369,CMP0122,train
S076719,CL0369,CMP0123,train
S076720,CL0369,CMP0124,test
S076721,CL0369,CMP0125,train
S076722,CL0369,CMP0126,test
S076723,CL0369,CMP0127,train
S076724,CL0369,CMP0128,train
S076726,CL0369,CMP0130,train
S076727,CL0369,CMP0131,train
S076728,CL0369,CMP0132,train
S076729,CL0369,CMP0133,train
S076730,CL0369,CMP0134,train
S076731,CL0369,CMP0135,train
S076732,CL0369,CMP0136,train
S076734,CL0369,CMP0138,train
S076735,CL0369,CMP0139,train
S076736,CL0369,CMP0140,train
S076737,CL0369,CMP0141,test
S076739,CL0369,CMP0143,train
S076740,CL0369,CMP0144,train
S076741,CL0369,CMP0145,test
S076743,CL0369,CMP0147,test
S076744,CL0369,CMP0148,test
S076745,CL0369,CMP0149,train
S076746,CL0369,CMP0150,train
S076747,CL0369,CMP0151,train
S076748,CL0369,CMP0152,train
S076749,CL0369,CMP0153,train
S076751,CL0369,CMP0155,train
S076752,CL0369,CMP0156,train
S076753,CL0369,CMP0157,train
S076754,CL0369,CMP0158,test
S076755,CL0369,CMP0159,train
S076756,CL0369,CMP0160,train
S076758,CL0369,CMP0162,test
S076759,CL0369,CMP0163,train
S076760,CL0369,CMP0164,train
S076761,CL0369,CMP0165,train
S076763,CL0369,CMP0167,train
S076765,CL0369,CMP0169,train
S076766,CL0369,CMP0170,train
S076767,CL0369,CMP0171,train
S076768,CL0369,CMP0172,test
S076769,CL0369,CMP0173,train
S076770,CL0369,CMP0174,train
S076771,CL0369,CMP0175,test
S076772,CL0369,CMP0176,train
S076773,CL0369,CMP0177,test
S076774,CL0369,CMP0178,train
S076777,CL0369,CMP0181,train
S076778,CL0369,CMP0182,train
S076779,CL0369,CMP0183,test
S076780,CL0369,CMP0184,train
S076781,CL0369,CMP0185,test
S076782,CL0369,CMP0186,test
S076783,CL0369,CMP0187,test
S076784,CL0369,CMP0188,test
S076785,CL0369,CMP0189,test
S076786,CL0369,CMP0190,test
S076788,CL0369,CMP0192,test
S076789,CL0369,CMP0193,train
S076790,CL0369,CMP0194,train
S076791,CL0369,CMP0195,test
S076792,CL0369,CMP0196,train
S076793,CL0369,CMP0197,train
S076794,CL0369,CMP0198,test
S076795,CL0369,CMP0199,test
S076797,CL0369,CMP0201,test
S076798,CL0369,CMP0202,train
S076799,CL0369,CMP0203,train
S076800,CL0369,CMP0204,train
S076801,CL0369,CMP0205,train
S076802,CL0369,CMP0206,train
S076803,CL0369,CMP0207,test
S076805,CL0369,CMP0209,train
S076807,CL0369,CMP0211,train
S076809,CL0369,CMP0213,test
S076810,CL0369,CMP0214,train
S076812,CL0369,CMP0216,test
S076813,CL0369,CMP0217,train
S076814,CL0369,CMP0218,train
S076815,CL0369,CMP0219,train
S076817,CL0369,CMP0221,train
S076818,CL0369,CMP0222,train
S076819,CL0369,CMP0223,train
S076820,CL0369,CMP0224,test
S076821,CL0369,CMP0225,train
S076822,CL0369,CMP0226,train
S076824,CL0369,CMP0228,train
S076825,CL0369,CMP0229,train
S076826,CL0369,CMP0231,train
S076827,CL0369,CMP0232,train
S076828,CL0369,CMP0233,test
S076829,CL0369,CMP0234,train
S076830,CL0369,CMP0237,train
S076831,CL0369,CMP0238,train
S076832,CL0369,CMP0239,train
S076833,CL0369,CMP0240,train
S076834,CL0369,CMP0241,train
S076835,CL0369,CMP0242,train
S076836,CL0370,CMP0001,train
S076837,CL0370,CMP0002,train
S076838,CL0370,CMP0003,train
S076839,CL0370,CMP0004,test
S076841,CL0370,CMP0006,train
S076842,CL0370,CMP0008,train
S076844,CL0370,CMP0010,test
S076845,CL0370,CMP0011,train
S076848,CL0370,CMP0014,train
S076849,CL0370,CMP0015,train
S076850,CL0370,CMP0016,train
S076851,CL0370,CMP0017,train
S076852,CL0370,CMP0018,train
S076853,CL0370,CMP0019,train
S076854,CL0370,CMP0020,train
S076855,CL0370,CMP0021,train
S076857,CL0370,CMP0023,test
S076858,CL0370,CMP0024,train
S076859,CL0370,CMP0025,train
S076860,CL0370,CMP0027,train
S076861,CL0370,CMP0028,train
S076862,CL0370,CMP0029,train
S076863,CL0370,CMP0030,train
S076864,CL0370,CMP0032,train
S076866,CL0370,CMP0035,train
S076867,CL0370,CMP0036,train
S076869,CL0370,CMP0038,train
S076870,CL0370,CMP0039,test
S076872,CL0370,CMP0041,train
S076873,CL0370,CMP0042,train
S076874,CL0370,CMP0043,test
S076875,CL0370,CMP0044,train
S076876,CL0370,CMP0045,train
S076877,CL0370,CMP0046,train
S076879,CL0370,CMP0048,train
S076880,CL0370,CMP0049,train
S076881,CL0370,CMP0050,train
S076882,CL0370,CMP0051,train
S076883,CL0370,CMP0052,train
S076884,CL0370,CMP0053,train
S076885,CL0370,CMP0054,train
S076886,CL0370,CMP0055,test
S076888,CL0370,CMP0057,test
S076889,CL0370,CMP0058,train
S076890,CL0370,CMP0059,train
S076891,CL0370,CMP0060,train
S076892,CL0370,CMP0061,train
S076893,CL0370,CMP0062,train
S076894,CL0370,CMP0063,train
S076895,CL0370,CMP0064,train
S076896,CL0370,CMP0067,train
S076897,CL0370,CMP0068,test
S076899,CL0370,CMP0072,train
S076901,CL0370,CMP0074,train
S076902,CL0370,CMP0075,train
S076903,CL0370,CMP0076,train
S076904,CL0370,CMP0077,train
S076905,CL0370,CMP0079,train
S076906,CL0370,CMP0080,test
S076907,CL0370,CMP0081,train
S076908,CL0370,CMP0082,train
S076909,CL0370,CMP0083,train
S076910,CL0370,CMP0086,train
S076911,CL0370,CMP0087,train
S076912,CL0370,CMP0088,train
S076913,CL0370,CMP0089,train
S076914,CL0370,CMP0090,train
S076915,CL0370,CMP0091,train
S076916,CL0370,CMP0092,train
S076917,CL0370,CMP0093,test
S076918,CL0370,CMP0094,train
S076920,CL0370,CMP0096,test
S076921,CL0370,CMP0097,train
S076922,CL0370,CMP0098,test
S076923,CL0370,CMP0100,train
S076924,CL0370,CMP0101,train
S076925,CL0370,CMP0102,train
S076926,CL0370,CMP0103,train
S076927,CL0370,CMP0104,train
S076928,CL0370,CMP0105,train
S076929,CL0370,CMP0106,train
S076930,CL0370,CMP0107,train
S076931,CL0370,CMP0108,train
S076932,CL0370,CMP0109,test
S076934,CL0370,CMP0111,train
S076935,CL0370,CMP0112,train
S076936,CL0370,CMP0113,train
S076937,CL0370,CMP0114,train
S076938,CL0370,CMP0115,train
S076939,CL0370,CMP0116,train
S076942,CL0370,CMP0119,test
S076943,CL0370,CMP0120,train
S076944,CL0370,CMP0121,train
S076945,CL0370,CMP0122,test
S076946,CL0370,CMP0123,train
S076947,CL0370,CMP0124,test
S076948,CL0370,CMP0125,test
S076949,CL0370,CMP0126,train
S076950,CL0370,CMP0127,train
S076951,CL0370,CMP0128,train
S076953,CL0370,CMP0130,train
S076954,CL0370,CMP0131,train
S076955,CL0370,CMP0132,train
S076956,CL0370,CMP0133,train
S076957,CL0370,CMP0134,test
S076958,CL0370,CMP0135,test
S076959,CL0370,CMP0136,test
S076961,CL0370,CMP0138,train
S076962,CL0370,CMP0139,train
S076963,CL0370,CMP0140,train
S076964,CL0370,CMP0141,train
S076966,CL0370,CMP0143,train
S076967,CL0370,CMP0144,test
S076968,CL0370,CMP0145,train
S076970,CL0370,CMP0147,test
S076971,CL0370,CMP0148,train
S076972,CL0370,CMP0149,train
S076973,CL0370,CMP0150,train
S076974,CL0370,CMP0151,train
S076975,CL0370,CMP0152,test
S076976,CL0370,CMP0153,test
S076978,CL0370,CMP0155,train
S076979,CL0370,CMP0156,train
S076980,CL0370,CMP0157,test
S076981,CL0370,CMP0158,train
S076982,CL0370,CMP0159,train
S076983,CL0370,CMP0160,train
S076985,CL0370,CMP0162,train
S076986,CL0370,CMP0163,test
S076987,CL0370,CMP0164,train
S076988,CL0370,CMP0165,train
S076990,CL0370,CMP0167,train
S076992,CL0370,CMP0169,train
S076993,CL0370,CMP0170,train
S076994,CL0370,CMP0171,train
S076995,CL0370,CMP0172,train
S076996,CL0370,CMP0173,train
S076997,CL0370,CMP0174,train
S076998,CL0370,CMP0175,train
S076999,CL0370,CMP0176,train
S077000,CL0370,CMP0177,train
S077001,CL0370,CMP0178,train
S077004,CL0370,CMP0181,train
S077005,CL0370,CMP0182,train
S077006,CL0370,CMP0183,train
S077007,CL0370,CMP0184,test
S077008,CL0370,CMP0185,train
S077009,CL0370,CMP0186,train
S077010,CL0370,CMP0187,test
S077011,CL0370,CMP0188,train
S077012,CL0370,CMP0189,train
S077013,CL0370,CMP0190,test
S077015,CL0370,CMP0192,train
S077016,CL0370,CMP0193,train
S077017,CL0370,CMP0194,train
S077018,CL0370,CMP0195,test
S077019,CL0370,CMP0196,test
S077020,CL0370,CMP0197,test
S077021,CL0370,CMP0198,test
S077022,CL0370,CMP0199,train
S077024,CL0370,CMP0201,train
S077025,CL0370,CMP0202,train
S077026,CL0370,CMP0203,train
S077027,CL0370,CMP0204,train
S077028,CL0370,CMP0205,train
S077029,CL0370,CMP0206,train
S077030,CL0370,CMP0207,train
S077032,CL0370,CMP0209,test
S077034,CL0370,CMP0211,test
S077036,CL0370,CMP0213,train
S077037,CL0370,CMP0214,train
S077039,CL0370,CMP0216,train
S077040,CL0370,CMP0217,train
S077041,CL0370,CMP0218,test
S077042,CL0370,CMP0219,train
S077044,CL0370,CMP0221,train
S077045,CL0370,CMP0222,train
S077046,CL0370,CMP0223,train
S077047,CL0370,CMP0224,train
S077048,CL0370,CMP0225,train
S077049,CL0370,CMP0226,test
S077051,CL0370,CMP0228,test
S077052,CL0370,CMP0229,test
S077053,CL0370,CMP0231,train
S077054,CL0370,CMP0232,train
S077055,CL0370,CMP0233,train
S077056,CL0370,CMP0234,train
S077057,CL0370,CMP0237,train
S077058,CL0370,CMP0238,train
S077059,CL0370,CMP0239,test
S077060,CL0370,CMP0240,train
S077061,CL0370,CMP0241,train
S077062,CL0370,CMP0242,train
S077063,CL0371,CMP0001,train
S077064,CL0371,CMP0002,test
S077065,CL0371,CMP0003,train
S077066,CL0371,CMP0004,train
S077068,CL0371,CMP0006,train
S077069,CL0371,CMP0008,train
S077071,CL0371,CMP0010,train
S077072,CL0371,CMP0011,train
S077075,CL0371,CMP0014,train
S077076,CL0371,CMP0015,train
S077077,CL0371,CMP0016,train
S077078,CL0371,CMP0017,train
S077079,CL0371,CMP0018,train
S077080,CL0371,CMP0019,train
S077081,CL0371,CMP0020,train
S077082,CL0371,CMP0021,test
S077084,CL0371,CMP0023,test
S077085,CL0371,CMP0024,train
S077086,CL0371,CMP0025,train
S077087,CL0371,CMP0027,test
S077088,CL0371,CMP0028,train
S077089,CL0371,CMP0029,train
S077090,CL0371,CMP0030,train
S077091,CL0371,CMP0032,train
S077093,CL0371,CMP0035,train
S077094,CL0371,CMP0036,train
S077096,CL0371,CMP0038,train
S077097,CL0371,CMP0039,test
S077099,CL0371,CMP0041,train
S077100,CL0371,CMP0042,train
S077101,CL0371,CMP0043,train
S077102,CL0371,CMP0044,train
S077103,CL0371,CMP0045,train
S077104,CL0371,CMP0046,train
S077106,CL0371,CMP0048,train
S077107,CL0371,CMP0049,train
S077108,CL0371,CMP0050,train
S077109,CL0371,CMP0051,train
S077110,CL0371,CMP0052,train
S077111,CL0371,CMP0053,train
S077112,CL0371,CMP0054,train
S077113,CL0371,CMP0055,train
S077115,CL0371,CMP0057,train
S077116,CL0371,CMP0058,train
S077117,CL0371,CMP0059,train
S077118,CL0371,CMP0060,train
S077119,CL0371,CMP0061,test
S077120,CL0371,CMP0062,train
S077121,CL0371,CMP0063,train
S077122,CL0371,CMP0064,test
S077123,CL0371,CMP0067,train
S077124,CL0371,CMP0068,test
S077125,CL0371,CMP0069,train
S077127,CL0371,CMP0072,train
S077129,CL0371,CMP0074,train
S077130,CL0371,CMP0075,test
S077131,CL0371,CMP0076,test
S077132,CL0371,CMP0077,train
S077133,CL0371,CMP0080,train
S077134,CL0371,CMP0081,train
S077135,CL0371,CMP0082,train
S077136,CL0371,CMP0083,test
S077137,CL0371,CMP0085,train
S077138,CL0371,CMP0086,train
S077139,CL0371,CMP0087,test
S077140,CL0371,CMP0088,train
S077141,CL0371,CMP0089,train
S077142,CL0371,CMP0090,train
S077143,CL0371,CMP0091,test
S077144,CL0371,CMP0092,train
S077145,CL0371,CMP0093,train
S077146,CL0371,CMP0094,train
S077148,CL0371,CMP0096,train
S077149,CL0371,CMP0097,train
S077150,CL0371,CMP0098,train
S077151,CL0371,CMP0100,train
S077152,CL0371,CMP0101,train
S077153,CL0371,CMP0102,train
S077154,CL0371,CMP0103,test
S077155,CL0371,CMP0104,train
S077156,CL0371,CMP0105,train
S077157,CL0371,CMP0106,train
S077158,CL0371,CMP0107,train
S077159,CL0371,CMP0108,train
S077160,CL0371,CMP0109,train
S077162,CL0371,CMP0111,train
S077163,CL0371,CMP0112,train
S077164,CL0371,CMP0113,train
S077165,CL0371,CMP0114,test
S077166,CL0371,CMP0115,train
S077167,CL0371,CMP0116,train
S077170,CL0371,CMP0119,train
S077171,CL0371,CMP0120,train
S077172,CL0371,CMP0121,train
S077173,CL0371,CMP0122,test
S077174,CL0371,CMP0123,test
S077175,CL0371,CMP0124,test
S077176,CL0371,CMP0125,train
S077177,CL0371,CMP0126,train
S077178,CL0371,CMP0127,train
S077179,CL0371,CMP0128,test
S077181,CL0371,CMP0130,train
S077182,CL0371,CMP0131,test
S077183,CL0371,CMP0132,test
S077184,CL0371,CMP0133,train
S077185,CL0371,CMP0134,train
S077186,CL0371,CMP0135,train
S077187,CL0371,CMP0136,train
S077189,CL0371,CMP0138,train
S077190,CL0371,CMP0139,test
S077191,CL0371,CMP0140,train
S077192,CL0371,CMP0141,train
S077194,CL0371,CMP0143,train
S077195,CL0371,CMP0144,train
S077196,CL0371,CMP0145,test
S077198,CL0371,CMP0147,train
S077199,CL0371,CMP0148,train
S077200,CL0371,CMP0149,train
S077201,CL0371,CMP0150,train
S077202,CL0371,CMP0151,train
S077203,CL0371,CMP0152,train
S077204,CL0371,CMP0153,train
S077206,CL0371,CMP0155,train
S077207,CL0371,CMP0156,test
S077208,CL0371,CMP0157,test
S077209,CL0371,CMP0158,train
S077210,CL0371,CMP0159,train
S077211,CL0371,CMP0160,test
S077213,CL0371,CMP0162,train
S077214,CL0371,CMP0163,train
S077215,CL0371,CMP0164,train
S077216,CL0371,CMP0165,train
S077218,CL0371,CMP0167,test
S077220,CL0371,CMP0169,test
S077221,CL0371,CMP0170,train
S077222,CL0371,CMP0171,train
S077223,CL0371,CMP0172,train
S077224,CL0371,CMP0173,train
S077225,CL0371,CMP0174,train
S077226,CL0371,CMP0175,train
S077227,CL0371,CMP0176,train
S077228,CL0371,CMP0177,train
S077229,CL0371,CMP0178,train
S077232,CL0371,CMP0181,train
S077233,CL0371,CMP0182,test
S077234,CL0371,CMP0183,train
S077235,CL0371,CMP0184,train
S077236,CL0371,CMP0185,train
S077237,CL0371,CMP0186,train
S077238,CL0371,CMP0187,train
S077239,CL0371,CMP0188,train
S077240,CL0371,CMP0189,test
S077241,CL0371,CMP0190,train
S077243,CL0371,CMP0192,train
S077244,CL0371,CMP0193,train
S077245,CL0371,CMP0194,test
S077246,CL0371,CMP0195,train
S077247,CL0371,CMP0196,train
S077248,CL0371,CMP0197,train
S077249,CL0371,CMP0198,train
S077250,CL0371,CMP0199,train
S077252,CL0371,CMP0201,train
S077253,CL0371,CMP0202,train
S077254,CL0371,CMP0203,train
S077255,CL0371,CMP0204,train
S077256,CL0371,CMP0205,test
S077257,CL0371,CMP0206,test
S077258,CL0371,CMP0207,test
S077260,CL0371,CMP0209,train
S077262,CL0371,CMP0211,test
S077264,CL0371,CMP0213,train
S077265,CL0371,CMP0214,train
S077267,CL0371,CMP0216,train
S077268,CL0371,CMP0218,train
S077269,CL0371,CMP0219,train
S077271,CL0371,CMP0221,train
S077272,CL0371,CMP0222,train
S077273,CL0371,CMP0223,train
S077274,CL0371,CMP0224,train
S077275,CL0371,CMP0225,train
S077276,CL0371,CMP0226,train
S077278,CL0371,CMP0228,test
S077279,CL0371,CMP0229,train
S077280,CL0371,CMP0231,test
S077281,CL0371,CMP0232,train
S077282,CL0371,CMP0233,train
S077283,CL0371,CMP0234,train
S077284,CL0371,CMP0237,train
S077285,CL0371,CMP0238,train
S077286,CL0371,CMP0239,train
S077287,CL0371,CMP0240,train
S077288,CL0371,CMP0241,train
S077289,CL0371,CMP0242,train
S077290,CL0372,CMP0001,train
S077291,CL0372,CMP0002,train
S077292,CL0372,CMP0003,train
S077293,CL0372,CMP0004,train
S077295,CL0372,CMP0006,train
S077296,CL0372,CMP0008,train
S077298,CL0372,CMP0010,train
S077299,CL0372,CMP0011,train
S077302,CL0372,CMP0014,train
S077303,CL0372,CMP0015,train
S077304,CL0372,CMP0016,train
S077305,CL0372,CMP0017,train
S077306,CL0372,CMP0018,train
S077307,CL0372,CMP0019,test
S077308,CL0372,CMP0020,train
S077309,CL0372,CMP0021,train
S077311,CL0372,CMP0023,train
S077312,CL0372,CMP0024,train
S077313,CL0372,CMP0025,test
S077314,CL0372,CMP0027,test
S077315,CL0372,CMP0028,test
S077316,CL0372,CMP0029,train
S077317,CL0372,CMP0030,train
S077318,CL0372,CMP0032,test
S077320,CL0372,CMP0035,train
S077321,CL0372,CMP0036,train
S077323,CL0372,CMP0038,train
S077324,CL0372,CMP0039,train
S077326,CL0372,CMP0041,train
S077327,CL0372,CMP0042,train
S077328,CL0372,CMP0043,train
S077329,CL0372,CMP0044,train
S077330,CL0372,CMP0045,train
S077331,CL0372,CMP0046,train
S077333,CL0372,CMP0048,train
S077334,CL0372,CMP0049,train
S077335,CL0372,CMP0050,train
S077336,CL0372,CMP0051,train
S077337,CL0372,CMP0052,test
S077338,CL0372,CMP0053,train
S077339,CL0372,CMP0054,train
S077340,CL0372,CMP0055,train
S077342,CL0372,CMP0057,train
S077343,CL0372,CMP0058,train
S077344,CL0372,CMP0059,train
S077345,CL0372,CMP0060,train
S077346,CL0372,CMP0061,train
S077347,CL0372,CMP0062,test
S077348,CL0372,CMP0063,test
S077349,CL0372,CMP0064,train
S077350,CL0372,CMP0067,test
S077351,CL0372,CMP0068,train
S077352,CL0372,CMP0069,train
S077354,CL0372,CMP0072,test
S077356,CL0372,CMP0074,train
S077357,CL0372,CMP0075,test
S077358,CL0372,CMP0076,train
S077359,CL0372,CMP0077,test
S077360,CL0372,CMP0080,train
S077361,CL0372,CMP0081,train
S077362,CL0372,CMP0082,test
S077363,CL0372,CMP0083,train
S077364,CL0372,CMP0085,train
S077365,CL0372,CMP0086,train
S077366,CL0372,CMP0087,test
S077367,CL0372,CMP0088,train
S077368,CL0372,CMP0089,train
S077369,CL0372,CMP0090,test
S077370,CL0372,CMP0091,train
S077371,CL0372,CMP0092,train
S077372,CL0372,CMP0093,train
S077373,CL0372,CMP0094,train
S077375,CL0372,CMP0096,train
S077376,CL0372,CMP0097,train
S077377,CL0372,CMP0098,train
S077378,CL0372,CMP0100,train
S077379,CL0372,CMP0101,test
S077380,CL0372,CMP0102,train
S077381,CL0372,CMP0103,test
S077382,CL0372,CMP0104,train
S077383,CL0372,CMP0105,test
S077384,CL0372,CMP0106,train
S077385,CL0372,CMP0107,train
S077386,CL0372,CMP0108,train
S077387,CL0372,CMP0109,train
S077389,CL0372,CMP0111,train
S077390,CL0372,CMP0112,train
S077391,CL0372,CMP0113,train
S077392,CL0372,CMP0114,test
S077393,CL0372,CMP0115,train
S077394,CL0372,CMP0116,train
S077397,CL0372,CMP0119,train
S077398,CL0372,CMP0120,train
S077399,CL0372,CMP0121,train
S077400,CL0372,CMP0122,train
S077401,CL0372,CMP0123,train
S077402,CL0372,CMP0124,train
S077403,CL0372,CMP0125,train
S077404,CL0372,CMP0126,test
S077405,CL0372,CMP0127,train
S077406,CL0372,CMP0128,train
S077408,CL0372,CMP0130,train
S077409,CL0372,CMP0131,test
S077410,CL0372,CMP0132,train
S077411,CL0372,CMP0133,test
S077412,CL0372,CMP0134,train
S077413,CL0372,CMP0135,train
S077414,CL0372,CMP0136,test
S077416,CL0372,CMP0138,train
S077417,CL0372,CMP0139,train
S077418,CL0372,CMP0140,train
S077419,CL0372,CMP0141,train
S077421,CL0372,CMP0143,test
S077422,CL0372,CMP0144,train
S077423,CL0372,CMP0145,train
S077425,CL0372,CMP0147,test
S077426,CL0372,CMP0148,train
S077427,CL0372,CMP0149,test
S077428,CL0372,CMP0150,train
S077429,CL0372,CMP0151,train
S077430,CL0372,CMP0152,train
S077431,CL0372,CMP0153,test
S077433,CL0372,CMP0155,train
S077434,CL0372,CMP0156,train
S077435,CL0372,CMP0157,test
S077436,CL0372,CMP0158,train
S077437,CL0372,CMP0159,train
S077438,CL0372,CMP0160,test
S077440,CL0372,CMP0162,train
S077441,CL0372,CMP0163,train
S077442,CL0372,CMP0164,train
S077443,CL0372,CMP0165,train
S077445,CL0372,CMP0167,test
S077447,CL0372,CMP0169,train
S077448,CL0372,CMP0170,train
S077449,CL0372,CMP0171,train
S077450,CL0372,CMP0172,train
S077451,CL0372,CMP0173,test
S077452,CL0372,CMP0174,train
S077453,CL0372,CMP0175,train
S077454,CL0372,CMP0176,train
S077455,CL0372,CMP0177,train
S077456,CL0372,CMP0178,test
S077459,CL0372,CMP0181,train
S077460,CL0372,CMP0182,train
S077461,CL0372,CMP0183,train
S077462,CL0372,CMP0184,train
S077463,CL0372,CMP0185,train
S077464,CL0372,CMP0186,train
S077465,CL0372,CMP0187,train
S077466,CL0372,CMP0188,train
S077467,CL0372,CMP0189,train
S077468,CL0372,CMP0190,test
S077470,CL0372,CMP0192,train
S077471,CL0372,CMP0193,train
S077472,CL0372,CMP0194,train
S077473,CL0372,CMP0195,train
S077474,CL0372,CMP0196,train
S077475,CL0372,CMP0197,train
S077476,CL0372,CMP0198,train
S077477,CL0372,CMP0199,train
S077479,CL0372,CMP0201,train
S077480,CL0372,CMP0202,test
S077481,CL0372,CMP0203,train
S077482,CL0372,CMP0204,test
S077483,CL0372,CMP0205,train
S077484,CL0372,CMP0206,train
S077485,CL0372,CMP0207,train
S077487,CL0372,CMP0209,train
S077489,CL0372,CMP0211,train
S077491,CL0372,CMP0213,train
S077492,CL0372,CMP0214,train
S077494,CL0372,CMP0216,train
S077495,CL0372,CMP0218,train
S077496,CL0372,CMP0219,train
S077498,CL0372,CMP0221,train
S077499,CL0372,CMP0222,test
S077500,CL0372,CMP0223,train
S077501,CL0372,CMP0224,train
S077502,CL0372,CMP0225,train
S077503,CL0372,CMP0226,train
S077505,CL0372,CMP0228,train
S077506,CL0372,CMP0229,train
S077507,CL0372,CMP0231,train
S077508,CL0372,CMP0232,train
S077509,CL0372,CMP0233,train
S077510,CL0372,CMP0234,test
S077511,CL0372,CMP0237,train
S077512,CL0372,CMP0238,train
S077513,CL0372,CMP0239,train
S077514,CL0372,CMP0240,train
S077515,CL0372,CMP0241,train
S077516,CL0372,CMP0242,test
S077517,CL0373,CMP0001,train
S077518,CL0373,CMP0002,train
S077519,CL0373,CMP0003,train
S077520,CL0373,CMP0004,train
S077522,CL0373,CMP0008,train
S077524,CL0373,CMP0010,train
S077525,CL0373,CMP0011,train
S077528,CL0373,CMP0014,train
S077529,CL0373,CMP0015,train
S077530,CL0373,CMP0016,train
S077531,CL0373,CMP0017,train
S077532,CL0373,CMP0018,test
S077533,CL0373,CMP0019,train
S077534,CL0373,CMP0020,train
S077535,CL0373,CMP0021,train
S077537,CL0373,CMP0023,train
S077538,CL0373,CMP0024,train
S077539,CL0373,CMP0025,train
S077540,CL0373,CMP0027,train
S077541,CL0373,CMP0028,train
S077542,CL0373,CMP0029,train
S077543,CL0373,CMP0030,train
S077544,CL0373,CMP0032,train
S077546,CL0373,CMP0035,train
S077547,CL0373,CMP0036,train
S077549,CL0373,CMP0038,test
S077550,CL0373,CMP0039,train
S077552,CL0373,CMP0041,train
S077553,CL0373,CMP0042,train
S077554,CL0373,CMP0043,train
S077555,CL0373,CMP0044,train
S077556,CL0373,CMP0045,train
S077557,CL0373,CMP0046,train
S077559,CL0373,CMP0048,test
S077560,CL0373,CMP0049,train
S077561,CL0373,CMP0050,train
S077562,CL0373,CMP0051,train
S077563,CL0373,CMP0052,train
S077564,CL0373,CMP0053,train
S077565,CL0373,CMP0054,train
S077566,CL0373,CMP0055,train
S077568,CL0373,CMP0057,train
S077569,CL0373,CMP0058,test
S077570,CL0373,CMP0059,train
S077571,CL0373,CMP0060,test
S077572,CL0373,CMP0061,train
S077573,CL0373,CMP0062,train
S077574,CL0373,CMP0063,train
S077575,CL0373,CMP0064,train
S077576,CL0373,CMP0067,test
S077577,CL0373,CMP0068,train
S077578,CL0373,CMP0069,test
S077580,CL0373,CMP0072,train
S077582,CL0373,CMP0074,test
S077583,CL0373,CMP0075,train
S077584,CL0373,CMP0076,train
S077585,CL0373,CMP0077,train
S077586,CL0373,CMP0080,train
S077587,CL0373,CMP0081,train
S077588,CL0373,CMP0082,train
S077589,CL0373,CMP0083,train
S077590,CL0373,CMP0085,train
S077591,CL0373,CMP0086,train
S077592,CL0373,CMP0087,train
S077593,CL0373,CMP0088,train
S077594,CL0373,CMP0089,train
S077595,CL0373,CMP0090,test
S077596,CL0373,CMP0091,train
S077597,CL0373,CMP0092,test
S077598,CL0373,CMP0093,test
S077599,CL0373,CMP0094,train
S077601,CL0373,CMP0096,test
S077602,CL0373,CMP0097,train
S077603,CL0373,CMP0098,train
S077604,CL0373,CMP0100,train
S077605,CL0373,CMP0101,test
S077606,CL0373,CMP0102,train
S077607,CL0373,CMP0103,train
S077608,CL0373,CMP0104,test
S077609,CL0373,CMP0105,train
S077610,CL0373,CMP0106,train
S077611,CL0373,CMP0107,train
S077612,CL0373,CMP0108,train
S077613,CL0373,CMP0109,train
S077615,CL0373,CMP0111,train
S077616,CL0373,CMP0112,train
S077617,CL0373,CMP0113,train
S077618,CL0373,CMP0114,train
S077619,CL0373,CMP0115,train
S077620,CL0373,CMP0116,train
S077623,CL0373,CMP0119,train
S077624,CL0373,CMP0120,train
S077625,CL0373,CMP0121,test
S077626,CL0373,CMP0122,train
S077627,CL0373,CMP0123,train
S077628,CL0373,CMP0124,train
S077629,CL0373,CMP0125,train
S077630,CL0373,CMP0126,train
S077631,CL0373,CMP0127,test
S077632,CL0373,CMP0128,train
S077634,CL0373,CMP0130,test
S077635,CL0373,CMP0131,train
S077636,CL0373,CMP0132,train
S077637,CL0373,CMP0133,train
S077638,CL0373,CMP0134,train
S077639,CL0373,CMP0135,train
S077640,CL0373,CMP0136,train
S077642,CL0373,CMP0138,train
S077643,CL0373,CMP0139,train
S077644,CL0373,CMP0140,train
S077645,CL0373,CMP0141,train
S077647,CL0373,CMP0143,train
S077648,CL0373,CMP0144,test
S077649,CL0373,CMP0145,train
S077651,CL0373,CMP0147,train
S077652,CL0373,CMP0148,train
S077653,CL0373,CMP0149,test
S077654,CL0373,CMP0150,test
S077655,CL0373,CMP0151,train
S077656,CL0373,CMP0152,test
S077657,CL0373,CMP0153,train
S077659,CL0373,CMP0155,train
S077660,CL0373,CMP0156,train
S077661,CL0373,CMP0157,train
S077662,CL0373,CMP0158,test
S077663,CL0373,CMP0159,train
S077664,CL0373,CMP0160,train
S077666,CL0373,CMP0162,test
S077667,CL0373,CMP0163,train
S077668,CL0373,CMP0164,train
S077669,CL0373,CMP0165,train
S077671,CL0373,CMP0167,train
S077673,CL0373,CMP0169,train
S077674,CL0373,CMP0170,train
S077675,CL0373,CMP0171,train
